ID,Unit Code,Unit Name,Credit Points,EFTSL,Unit Fee
2048,TRNS5108, Specialised Translation - Chinese 1,6,0.125,$494 
2049,TRNS5109, Specialised Translation - Chinese 2,6,0.125,$494 
2050,TRNS5208, Specialised Translation - Indonesian 1,6,0.125,$494 
2051,TRNS5209, Specialised Translation - Indonesian 2,6,0.125,$494 
2052,TRNS5308, Specialised Translation - Japanese 1,6,0.125,$494 
2053,TRNS5309, Specialised Translation - Japanese 2,6,0.125,$494 
2054,TRNS5408, Specialised Translation - Korean 1,6,0.125,$494 
2055,TRNS5409, Specialised Translation - Korean 2,6,0.125,$494 
2056,TRNS5018, Specialised Translation - Spanish 1,6,0.125,$494 
2057,TRNS5508, Specialised Translation 1: French,6,0.125,$494 
2058,TRNS5708, Specialised Translation 1: German,6,0.125,$494 
2059,TRNS5608, Specialised Translation 1: Italian,6,0.125,$494 
2060,TRNS5509, Specialised Translation 2: French,6,0.125,$494 
2061,TRNS5709, Specialised Translation 2: German,6,0.125,$494 
2062,TRNS5609, Specialised Translation 2: Italian,6,0.125,$494 
2063,PHYL5513," Speech, Language and Communication",6,0.125,$994 
2064,SSEH3365, Sport Physiology,6,0.125,"$1,813 "
2065,SSEH5021, Sport Science Exercise and Health Research Project Part 1,6,0.125,"$1,813 "
2066,SSEH5022, Sport Science Exercise and Health Research Project Part 2,6,0.125,"$1,813 "
2067,SSEH5023, Sport Science Exercise and Health Research Project Part 3,6,0.125,"$1,813 "
2068,HRMT3344, Staffing Organisations,6,0.125,"$1,813 "
2069,MKTG2800, Start-up Launchpad,6,0.125,"$1,813 "
2070,STAT3064, Statistical Learning,6,0.125,$494 
2071,STAT4062, Statistical Modelling and Inference,6,0.125,$494 
2072,STAT3062, Statistical Science,6,0.125,$494 
2073,STAT1400, Statistics for Science,6,0.125,$494 
2074,PLNG4404, Statutory Planning,6,0.125,$994 
2075,MGMT5502, Strategic Analysis and Consulting Project,12,0.25,"$3,625 "
2076,COMM5701, Strategic Communications in a Digital Era,6,0.125,"$1,813 "
2077,COMM5703, Strategic Communications Planning and Management,6,0.125,"$1,813 "
2078,FINA5602, Strategic Corporate Finance,6,0.125,"$1,813 "
2079,HRMT5518, Strategic Human Resource Management,6,0.125,"$1,813 "
2080,OCEN4003, Strategic Leadership for the Blue Economy,6,0.125,$994 
2081,MGMT3347, Strategic Management,6,0.125,"$1,813 "
2082,MGMT5700, Strategic Management,6,0.125,"$1,813 "
2083,ACCT3323, Strategic Management Accounting,6,0.125,"$1,813 "
2084,MGMT5531, Strategic Management and Innovation in Health,6,0.125,"$1,813 "
2085,MGMT5524, Strategic Management of Resource Companies,6,0.125,"$1,813 "
2086,MKTG3306, Strategic Marketing,6,0.125,"$1,813 "
2087,EMPL5501, Strategic Workplace Relations,6,0.125,"$1,813 "
2088,ENSC3008, Structural Analysis,6,0.125,$994 
2089,GEOS5506, Structural Analysis for Petroleum Geoscience,6,0.125,$994 
2090,BIOC3002, Structural and Functional Biochemistry,6,0.125,$994 
2091,CIVL4403, Structural Concrete,6,0.125,$994 
2092,CIVL5501, Structural Dynamics,6,0.125,$994 
2093,EART3343, Structural Geology and Tectonics,6,0.125,$994 
2094,GEOS4417, Structural Geology for Exploration,6,0.125,$994 
2095,CIVL4404, Structural Steel,6,0.125,$994 
2096,ARLA1030, Structures and Systems,6,0.125,$994 
2097,SVLG1007, Student Leader Internship,6,0.125,"$1,813 "
2098,HART4402, Studies in Art History 1,6,0.125,$994 
2099,HART4403, Studies in Art History 2,6,0.125,$994 
2100,ENGL4103, Studies in Creative Writing,6,0.125,$494 
2101,MUSC3587, Studio Teaching 1,6,0.125,$994 
2102,MUSC3588, Studio Teaching 2,6,0.125,$994 
2103,MUSC4711, Studio Teaching and Musical Leadership 1,6,0.125,$494 
2104,MUSC4712, Studio Teaching and Musical Leadership 2,6,0.125,$494 
2105,GRMN2801, Stuttgart Program,12,0.25,$988 
2106,GRMN3802, Stuttgart Program,12,0.25,$988 
2107,LAWS5512, Supervised Research,6,0.125,"$1,813 "
2108,MGMT3308, Supply Chain Management,6,0.125,"$1,813 "
2109,MINE4503, Surface Mining,6,0.125,$994 
2110,SURG5851, Surgical Speciality Advanced Skills,6,0.125,"$1,413 "
2111,SURG5850, Surgical Speciality Core Skills,6,0.125,"$1,413 "
2112,URBD5803, Sustainability and Cities,6,0.125,$994 
2113,AGRI5508, Sustainable Grazing Systems,6,0.125,$494 
2114,APHB5512, SymbioticA Project Preparation,6,0.125,$994 
2115,APHB5513, SymbioticA Project Research,6,0.125,$994 
2116,PHYS4010, Symmetry Principles in Physics,6,0.125,$994 
2117,SCIE5508, Synthetic Biology: Solving Global Challenges,6,0.125,$994 
2118,PHAR3320, Systems Pharmacology,6,0.125,$994 
2119,PHAR3321, Systems Pharmacology Methods,6,0.125,$994 
2120,CITS2002, Systems Programming,6,0.125,$994 
2121,ACCT2331, Taxation,6,0.125,"$1,813 "
2122,ACCT5702, Taxation Australia,6,0.125,"$1,813 "
2123,LAWS3222, Taxation Law,6,0.125,"$1,813 "
2124,LAWS5235, Taxation Law of a Foreign State,6,0.125,"$1,813 "
2125,LAWS5234, Taxation of Trusts,6,0.125,"$1,813 "
2126,EDUC5502, Teaching Mathematics in the Early Years,6,0.125,$494 
2127,EARTM302, Teaching Outdoors,2,0.042,$331 
2128,PSYC5518, Team Work,6,0.125,"$1,813 "
2129,SCIE4404, Techniques in Molecular Sciences,6,0.125,$994 
2130,ARLA1040, Techniques of Visualisation,6,0.125,$994 
2131,EDUC5521, Technologies in the Curriculum,6,0.125,$494 
2132,MKTG5604, Technology Commercialisation,6,0.125,"$1,813 "
2133,LAWS5296, Technology Law and Governance,6,0.125,"$1,813 "
2134,GEOS4410, Tectonics of Australia in the Indo-Pacific,6,0.125,$994 
2135,HART2041, The Art of Photography,6,0.125,$994 
2136,EDUC5520, The Artistic and Expressive Child,6,0.125,$494 
2137,CHEM2004, The Chemistry of Reactions,6,0.125,$994 
2138,ENVT2220, The Climate System,6,0.125,$994 
2139,SCIE4403," The Conduct, Ethics and Communication of Science",6,0.125,"$1,813 "
2140,LACH1020, The Culture of Nature,6,0.125,$994 
2141,ANIM2001, The Darwinian revolution,6,0.125,$994 
2142,HART3361, The Dutch Golden Age and the Art of Exploration,6,0.125,$994 
2143,ECON5506, The Economics of Financial Markets,6,0.125,"$1,813 "
2144,ECON5516, The Economics of Public Policy,6,0.125,"$1,813 "
2145,TRNS5011, The Ethics of Translation,6,0.125,$494 
2146,POLS5688, The Evolution of International Society,6,0.125,"$1,813 "
2147,IMED1002, The Facts of Life,6,0.125,$994 
2148,URBD5807, The Forces that Shape Cities,6,0.125,$994 
2149,CLAN2002, The Foundation of the Roman Empire: 44 BC-AD 68,6,0.125,"$1,813 "
2150,LAWS5297, The Global Lawyer,6,0.125,"$1,813 "
2151,CLAN2001, The Golden Age of Athens,6,0.125,"$1,813 "
2152,HART4406, The History of Art History,6,0.125,$994 
2153,HIST2017," The History of Sport: Belonging and Identity, Protest and Celebrity",6,0.125,"$1,813 "
2154,OCEN4005, The Indian Ocean Environment,6,0.125,$994 
2155,POLS3334, The International Politics of Africa,6,0.125,"$1,813 "
2156,CITS5506, The Internet of Things,6,0.125,$994 
2157,DENT5657, The Law,6,0.125,"$1,413 "
2158,DENT5652, The Law and Law Enforcement,12,0.25,"$2,825 "
2159,CHEM2005, The Molecules of Life,6,0.125,$994 
2160,SSEH1101, The Musculoskeletal System and Movement,6,0.125,"$1,813 "
2161,POLS5501, The Politics of Public Policy,6,0.125,"$1,813 "
2162,PSYC5520, The Presentation and Diagnostic Features of Autism Spectrum Disorder Across the Lifespan,6,0.125,"$1,813 "
2163,ITAL2812, The Shape of Italian: Communicating Between Worlds,6,0.125,$494 
2164,ENVT5518, The Sustainable Development Goals,6,0.125,$994 
2165,CLAN4107, The Written Word,6,0.125,$494 
2166,HIST4102, Themes in History and Historiography,6,0.125,"$1,813 "
2167,MATH4022, Theoretical Mechanics,6,0.125,$494 
2168,LAWS5223, Theories of Justice and Punishment,6,0.125,"$1,813 "
2169,LAWS5215, Theory & Practice of Risk Regulation,6,0.125,"$1,813 "
2170,SWSP5614, Theory and Practice: Mental Health,6,0.125,"$1,813 "
2171,SWSP5601, Theory for Practice,6,0.125,"$1,813 "
2172,LAWS5225," Theory, Method and Contemporary Issues of International Law",6,0.125,"$1,813 "
2173,ARCY2001, Think Like a Neanderthal: The Archaeology of Human Origins,6,0.125,"$1,813 "
2174,ARCY1001, Think Like an Archaeologist,6,0.125,"$1,813 "
2175,ECON5006, Topics in Agricultural Economics,6,0.125,"$1,813 "
2176,FINA5529, Topics in Finance 1,6,0.125,"$1,813 "
2177,FINA5888, Topics in Finance 2,6,0.125,"$1,813 "
2178,HIST4104, Topics in Global History,6,0.125,"$1,813 "
2179,LING3006, Topics in Linguistic Theory,6,0.125,$494 
2180,HIST4105, Topics in Medieval and Early Modern European History,6,0.125,"$1,813 "
2181,MUSC3544, Topics in Performance Practice,6,0.125,$994 
2182,MATH3032, Topology and Analysis,6,0.125,$494 
2183,LAWS4106, Torts,6,0.125,"$1,813 "
2184,FINA5524, Trading and Markets,6,0.125,"$1,813 "
2185,FINA3307, Trading in Securities Markets,6,0.125,"$1,813 "
2186,SPAN2812, Tradition vs Modernity: Understanding Spain Today,6,0.125,$494 
2187,TRNS5004, Translation Localisation,6,0.125,$494 
2188,TRNS5007, Translation Project,6,0.125,$494 
2189,TRNS5020, Translation Studies Dissertation 1,6,0.125,$494 
2190,TRNS5021, Translation Studies Dissertation 2,6,0.125,$494 
2191,TRNS5022, Translation Studies Dissertation 3,6,0.125,$494 
2192,TRNS5111, Translation Studies Professional Placement,12,0.25,$988 
2193,CHIN2004, Translation: Chinese to English,6,0.125,$494 
2194,CHIN1003, Translation: English to Chinese,6,0.125,$494 
2195,CHPR4407, Transport Phenomena,6,0.125,$994 
2196,CIVL5502, Transportation Engineering,6,0.125,$994 
2197,MICR5834," Tropical, Travel and Remote Area Infectious Diseases",6,0.125,$994 
2198,FREN2001, Twentieth- and Twenty-First Century French Intellectual Thought,6,0.125,$494 
2199,CIVL5503, Underground Construction,6,0.125,$994 
2200,MINE4401, Underground Mining 1,6,0.125,$994 
2201,MINE5502, Underground Mining 2,6,0.125,$994 
2202,POLS1102, Understanding Global Politics,6,0.125,"$1,813 "
2203,POLS1101, Understanding Politics and Policy,6,0.125,"$1,813 "
2204,ENSC3019, Unit Operations and Unit Processes,6,0.125,$994 
2205,LAWS5528, Unjust Enrichment and Restitution,6,0.125,"$1,813 "
2206,PLNG5411, Urban and Regional Analysis,6,0.125,"$1,813 "
2207,URBD5806, Urban Design Capstone Studio,12,0.25,"$1,988 "
2208,URBD5804, Urban Design Studio 1,12,0.25,"$1,988 "
2209,URBD5802, Urban Design Studio 2,12,0.25,"$1,988 "
2210,GEOG3305, Urban Planning and Design,6,0.125,$994 
2211,GEOG1103, Urbanisation and Sustainability,6,0.125,$994 
2212,ARCT5511, Utopia/Disaster and Imagining the City,6,0.125,$994 
2213,FINA5601, Valuation and Risk Analysis for Resource Companies,6,0.125,"$1,813 "
2214,MICR5835, Vectors of Infectious Diseases and Vector Control,6,0.125,$994 
2215,FINA5527, Venture Capital,6,0.125,"$1,813 "
2216,BIOL4406, Vertebrate Zoology,6,0.125,$994 
2217,ENGL3604, Victorian Dreams and the Technological World,6,0.125,$494 
2218,HIST3011," Vikings, Crusaders, and Mongols: Medieval Europe in Conflict",6,0.125,"$1,813 "
2219,MICR3320, Viruses and Viral Disease,6,0.125,$994 
2220,PARL3399, WA Parliamentary Research Program,6,0.125,"$1,813 "
2221,PARL5599, WA Parliamentary Research Program,6,0.125,"$1,813 "
2222,ENVT5005, Waste and the Circular Economy,6,0.125,$994 
2223,ENVE5502, Wastewater Engineering: Treatment and Resource Recovery,6,0.125,$994 
2224,GEOS4499, Water in a Changing Climate,6,0.125,$994 
2225,LAWS5590, Water Resources Law,6,0.125,"$1,813 "
2226,LAWS6590, Water Resources Law,6,0.125,"$1,813 "
2227,HART1003, Ways of Seeing: Themes and Theories in Art,6,0.125,$994 
2228,MUSC3331, Western Art Music 3 (Modernist and Postmodernist),6,0.125,$994 
2229,PHIL3008, What to Do? How to Make Rational Decisions under Uncertainty,6,0.125,"$1,813 "
2230,HIST2016," When Empire Strikes: Imperial Expansion, Resistance, and Rights from Europe to Australasia",6,0.125,"$1,813 "
2231,HIST2008, White Supremacy,6,0.125,"$1,813 "
2232,HIST2021, Who Do We Think We Are? Doing Family History,6,0.125,"$1,813 "
2233,ANIM3353, Wildlife Conservation and Management,6,0.125,$994 
2234,MUSC1351, Women in Music,6,0.125,$994 
2235,EMPL2309, Work and the Law,6,0.125,"$1,813 "
2236,PSYC5556, Work Design,6,0.125,"$1,813 "
2237,HRMT5531, Work-Based Learning Project,6,0.125,"$1,813 "
2238,LAWS5210, Working with China: Business in a Socio-legal Context,6,0.125,"$1,813 "
2239,OCEN4006, Working with Multiple Disciplines,6,0.125,$994 
2240,SSEH5645, Workplace Injury Prevention and Management,6,0.125,$994 
2241,ENGL3200, Writing the Environment,6,0.125,$494 
2242,ANIM4003, Zoology Research Dissertation Part 3,6,0.125,$994 
2243,ANIM4004, Zoology Research Dissertation Part 4,6,0.125,$994 
